% Model,main_refined_constant_ae.mph
% Version,COMSOL 5.3.1.275
% Date,"Feb 20 2019, 02:32"
% Table,Table: Accumulated Probe Table 13 {tbl13} - 
% Ae,p_in,"Attenuation to groundwater, Global Evaluation: Attenuation to groundwater {gev2}",Global Evaluation: Relative air entry rate {gev3},"Average crack Peclet number, Global Evaluation: Crack Peclet number {gev4}","TCE in indoor air, Global Evaluation: TCE in indoor air {gev5}",Global Evaluation: TCE emission rate {gev6},"Attenuation to subbase, Global Evaluation: Attenuation to subslab {gev9}",Global Evaluation: Average TCE in subslab {gev10}
3.055555555555556E-4,2,4.014796598463329E-7,-1.3979389842745187E-5,-0.005311253754796912,21.258416240405495,1.2814267191111333,1.7602560618242946E-6,0.0015867823837698472
3.055555555555556E-4,3,3.953279322754524E-7,-2.096908476411773E-5,-0.007966880632195392,20.932681219733688,1.2617918811194924,1.7371637015826913E-6,0.001583238806426263
3.055555555555556E-4,4,3.8923901175574177E-7,-2.7958779685490378E-5,-0.010622507509593827,20.61027184309852,1.2423575081615092,1.7143168348683963E-6,0.0015796284341293304
3.055555555555556E-4,5,3.8321408855528304E-7,-3.4948474606862855E-5,-0.01327813438699241,20.29125113539729,1.223127399287208,1.6917080764484056E-6,0.001575961907255906
3.611111111111112E-4,-5,3.799407725185833E-7,3.494847460686287E-5,0.01327813438699241,20.117928494790313,1.4331669892018986,1.6449376008229109E-6,0.0016069269883600091
3.611111111111112E-4,-4,3.739310062445722E-7,2.7958779685490384E-5,0.010622507509593827,19.799710348921156,1.410497670035024,1.6214483960581885E-6,0.0016044198193843672
3.611111111111112E-4,-3,3.6795929422848624E-7,2.096908476411772E-5,0.007966880632195392,19.483507182478363,1.3879718945733859,1.5981188009337435E-6,0.001601844623322196
3.611111111111112E-4,-2,3.6202603789946534E-7,1.3979389842745185E-5,0.0053112537547969135,19.16934025120313,1.365591177039823,1.5749567909215535E-6,0.001599192835082058
3.611111111111112E-4,-1,3.5613542759344737E-7,6.9896949213725936E-6,0.002655626877398456,18.857431434095727,1.3433713237166887,1.5519929931562223E-6,0.0015964491637859067
3.611111111111112E-4,1,3.4497427461285056E-7,-6.9896949213725936E-6,-0.0026556268773984567,18.26644648637712,1.3012705617816398,1.5092225119019132E-6,0.001590241587915746
3.611111111111112E-4,2,3.397135583315125E-7,-1.3979389842745187E-5,-0.005311253754796912,17.987890664958503,1.281426719111133,1.4894474369282499E-6,0.0015867823837698472
3.611111111111112E-4,3,3.345082503869212E-7,-2.096908476411773E-5,-0.007966880632195392,17.712268724390043,1.2617918811194933,1.4699077474930462E-6,0.001583238806426263
3.611111111111112E-4,4,3.2935608687024315E-7,-2.7958779685490384E-5,-0.010622507509593827,17.43946079031414,1.242357508161509,1.450575783350182E-6,0.0015796284341293304
3.611111111111112E-4,5,3.242580749313932E-7,-3.4948474606862855E-5,-0.013278134386992409,17.169520191490008,1.223127399287208,1.4314452954563429E-6,0.001575961907255906
4.1666666666666675E-4,-5,3.292820028494389E-7,3.4948474606862855E-5,0.013278134386992413,17.43553802881827,1.433166989201899,1.4256125873798561E-6,0.0016069269883600091
4.1666666666666675E-4,-4,3.2407353874529586E-7,2.7958779685490374E-5,0.010622507509593827,17.159748969065,1.410497670035025,1.4052552765837631E-6,0.0016044198193843672
4.1666666666666675E-4,-3,3.188980549980214E-7,2.096908476411772E-5,0.007966880632195392,16.88570622481458,1.3879718945733863,1.385036294142578E-6,0.0016018446233221958
4.1666666666666675E-4,-2,3.1375589951287006E-7,1.3979389842745185E-5,0.005311253754796911,16.613428217709384,1.3655911770398226,1.3649625521320132E-6,0.0015991928350820581
4.1666666666666675E-4,-1,3.0865070391432115E-7,6.9896949213725936E-6,0.002655626877398457,16.34310724288297,1.3433713237166889,1.3450605940687264E-6,0.0015964491637859065
4.1666666666666675E-4,1,2.989777046644703E-7,-6.9896949213725936E-6,-0.002655626877398456,15.830920288193495,1.3012705617816394,1.3079928436483239E-6,0.0015902415879157463
4.1666666666666675E-4,2,2.9441841722064413E-7,-1.3979389842745187E-5,-0.0053112537547969135,15.58950524296403,1.2814267191111333,1.2908544453378165E-6,0.001586782383769847
4.1666666666666675E-4,3,2.8990715033533173E-7,-2.0969084764117727E-5,-0.007966880632195392,15.35063289447137,1.2617918811194926,1.2739200478273066E-6,0.0015832388064262635
4.1666666666666675E-4,4,2.8544194195421056E-7,-2.7958779685490374E-5,-0.010622507509593824,15.114199351605578,1.2423575081615092,1.2571656789034903E-6,0.0015796284341293304
4.1666666666666675E-4,5,2.810236649405408E-7,-3.4948474606862855E-5,-0.01327813438699241,14.880250832624673,1.2231273992872076,1.2405859227288306E-6,0.001575961907255906
