% Model,main_refined_constant_ae.mph
% Version,COMSOL 5.3.1.275
% Date,"Feb 18 2019, 21:00"
% Table,Table: no PP parametric sweep {tbl9} - 
% Ae,p_in,"Attenuation to groundwater, Global Evaluation: Attenuation to groundwater {gev2}",Global Evaluation: Relative air entry rate {gev3},"Average crack Peclet number, Global Evaluation: Crack Peclet number {gev4}","TCE in indoor air, Global Evaluation: TCE in indoor air {gev5}",Global Evaluation: TCE emission rate {gev6},"Attenuation to subbase, Global Evaluation: Attenuation to subslab {gev9}",Global Evaluation: Average TCE in subslab {gev10}
1.9444444444444446E-4,-4,1.0829376716909343E-6,9.185865104741128E-5,0.0349002789659907,57.34173381543915,2.1995763637248884,9.397845959474679E-6,8.016869438485342E-4
1.9444444444444446E-4,-3,1.0651391523247684E-6,6.889398828560753E-5,0.026175209224511692,56.399299189252375,2.1634254350698705,9.294371262304944E-6,7.972894251093389E-4
1.9444444444444446E-4,-2,1.0474232619582127E-6,4.5929325523677905E-5,0.017450139482984843,55.46123978264188,2.1274423358285692,9.19130175092059E-6,7.928204831607725E-4
1.9444444444444446E-4,-1,1.0297784779446641E-6,2.2964662761852587E-5,0.00872506974149762,54.52694546951121,2.091603662122972,9.088629462123321E-6,7.882701561435785E-4
1.9444444444444446E-4,1,9.948112372497862E-7,-2.2964662761881704E-5,-0.008725069741508643,52.6754241302865,2.020581000202794,8.887364538694878E-6,7.787487445062882E-4
1.9444444444444446E-4,2,9.775257347734833E-7,-4.592932552367352E-5,-0.017450139482983233,51.76015383563084,1.9854720704131212,8.788889402385686E-6,7.737913519104601E-4
1.9444444444444446E-4,3,9.603695121093675E-7,-6.889398828560718E-5,-0.026175209224511543,50.85172892900807,1.9506257234355722,8.690974638960575E-6,7.687755334172111E-4
1.9444444444444446E-4,4,9.433690317330147E-7,-9.185865104746461E-5,-0.034900278966010966,49.951550602998516,1.9160957077335603,8.593656676462663E-6,7.637184589540182E-4
1.9444444444444446E-4,5,9.265421224771164E-7,-1.148233138095026E-4,-0.04362534870757899,49.060562897324125,1.8819182358057198,8.496964006605593E-6,7.586318306242328E-4
2.5E-4,-5,8.561970803170363E-7,1.1482331380942537E-4,0.04362534870754976,45.33578095629072,2.2359073034231107,7.390236472843964E-6,8.060186276495087E-4
2.5E-4,-4,8.42284855759636E-7,9.185865104753863E-5,0.03490027896603917,44.59912630089819,2.199576363724949,7.3094357462588E-6,8.016869438484749E-4
2.5E-4,-3,8.284415629192515E-7,6.889398828559665E-5,0.026175209224507612,43.86612159164005,2.1634254350698434,7.2289554262366505E-6,7.972894251093848E-4
