Soil,Ae,TimeDown,TimeUp,CMax,Cmin
sandy-clay,0.5,25.40000000000009,9.244712021119057,0.0011795191551398283,3.7963122756232376e-07
sandy-clay,1.0,12.82797164168183,4.646429404074537,0.0005897595775699141,1.8981561378116188e-07
sandy-clay,1.5,8.597124362030648,3.1495382817173496,0.0003931730517132761,1.2654374252077459e-07
