% Model,pe-analysis-refined.mph
% Version,COMSOL 5.3.1.275
% Date,"Oct 4 2018, 07:53"
% Table,Soil study - gravel sub-base - 
L,Pe,GW depth,Base depth,Crack width,Soil type,Indoor/outdoor pressure difference,Relative volumetric entry rate,Crack area,Sub-slab pressure difference
15,1,4,0.5,2,6,-880.7753638266627,4.710607951033435E-8,0.199599999999997,0.044737634794223095
15,1,4,0.5,2,7,-1040.6754911300864,4.7812099534016924E-8,0.199599999999997,0.05646055924747393
15,1,4,0.5,2,8,-1128.9897888080811,4.74936179735092E-8,0.199599999999997,0.05035083529454217
15,1,4,0.5,2,9,-1495.8619577640086,4.777434000946756E-8,0.199599999999997,0.055963640516286745
15,1,4,0.5,2,10,-236.7027633962494,4.7323538575969175E-8,0.199599999999997,0.04743622704869053
15,1,4,0.5,2,11,-1498.293422708607,4.797084794822659E-8,0.199599999999997,0.0607188804196489
15,1,4,0.5,2,12,-1214.4420203112793,4.768667807958625E-8,0.199599999999997,0.054232741374751946
15,1,4,0.5,3,1,-3.426296223728358,7.01484540453868E-8,0.29910000000000436,0.10605165985967323
15,1,4,0.5,3,2,-35.343386498536695,6.997508699121923E-8,0.29910000000000436,0.09110451649144402
15,1,4,0.5,3,3,-224.19649012770464,6.95796513929595E-8,0.29910000000000436,0.0822666476974108
15,1,4,0.5,3,4,-1301.7606522577698,6.933148136013904E-8,0.29910000000000436,0.07768738896893664
15,1,4,0.5,3,5,-789.6919233078274,6.92242559701851E-8,0.29910000000000436,0.07486612035285135
15,1,4,0.5,3,6,-1317.4286877851464,6.793685631062658E-8,0.29910000000000436,0.057680126324246184
15,1,4,0.5,3,7,-1557.0035643248013,6.921090529641407E-8,0.29910000000000436,0.07505508754698238
15,1,4,0.5,3,8,-1688.9441864744733,6.86361454443764E-8,0.29910000000000436,0.0659883422861185
15,1,4,0.5,3,9,-2238.000263336274,6.914259679030809E-8,0.29910000000000436,0.07431984984044802
15,1,4,0.5,3,10,-354.07521382610514,6.833074948582282E-8,0.29910000000000436,0.061668587186681466
15,1,4,0.5,3,11,-2241.7886468360316,6.949717750741094E-8,0.29910000000000436,0.0813882869064552
15,1,4,0.5,3,12,-1816.9021112994965,6.898445688666951E-8,0.29910000000000436,0.07175053362508758
15,1,4,1,1,1,-1.450500269127736,2.4415343432481987E-8,0.09989999999999635,0.04090977001505748
15,1,4,1,1,2,-15.817088659697243,2.4450131532825946E-8,0.09989999999999635,0.03565161052363871
15,1,4,1,1,3,-104.56593379932589,2.4358662916584793E-8,0.09989999999999635,0.03285208407465095
15,1,4,1,1,4,-622.4473692843986,2.4297575910002307E-8,0.09989999999999635,0.031423295633620306
15,1,4,1,1,5,-381.56461019183394,2.4261722426333516E-8,0.09989999999999635,0.030328059350754052
15,1,4,1,1,6,-732.0558307331459,2.39180183570886E-8,0.09989999999999635,0.02501407981328738
15,1,4,1,1,7,-753.4504602081762,2.4262177614648455E-8,0.09989999999999635,0.030477558792628975
15,1,4,1,1,8,-867.6399565896312,2.4107730810573287E-8,0.09989999999999635,0.027575814224045796
15,1,4,1,1,9,-1090.5516577965784,2.4248240590921958E-8,0.09989999999999635,0.03033226927017394
15,1,4,1,1,10,-188.04848195031374,2.401794116343022E-8,0.09989999999999635,0.0261448509777643
15,1,4,1,1,11,-1054.9034180408858,2.4344597409794505E-8,0.09989999999999635,0.03274780548516295
15,1,4,1,1,12,-899.7212773994805,2.4207084755277475E-8,0.09989999999999635,0.02951707229103325
15,1,4,1,2,1,-2.886253411669817,4.861091452364025E-8,0.199599999999997,0.07079558405060235
15,1,4,1,2,2,-31.567639059229833,4.851255157637009E-8,0.199599999999997,0.060219933145869535
15,1,4,1,2,3,-208.7310077448957,4.8252055077705474E-8,0.199599999999997,0.054675718151017356
15,1,4,1,2,4,-1242.4984305587536,4.8087039714646636E-8,0.199599999999997,0.051855779745854605
15,1,4,1,2,5,-761.6400424183012,4.799219360282072E-8,0.199599999999997,0.04968996822656714
15,1,4,1,2,6,-1460.8548716269727,4.707825190042456E-8,0.199599999999997,0.03926679118079492
15,1,4,1,2,7,-1503.9665447326502,4.7992918958246407E-8,0.199599999999997,0.049987583551076874
15,1,4,1,2,8,-1731.6984327254042,4.7582425869559016E-8,0.199599999999997,0.04427886841510069
15,1,4,1,2,9,-2176.8330827784575,4.795570219462305E-8,0.199599999999997,0.04970463477257504
15,1,4,1,2,10,-375.2876073200588,4.7345345158674357E-8,0.199599999999997,0.04147160555550044
